account_length,voicemail_message_count,day_minutes,day_calls,day_charge,evening_minutes,evening_calls,evening_charge,night_minutes,night_calls,night_charge,intl_minutes,intl_calls,intl_charge,customer_service_calls
0.7005689277390903,1.2731451272966834,1.573801945095059,0.5033018383964127,1.5817874581412525,-0.06571972741856204,-0.06037943655111904,-0.06553684817873026,0.88560852888835,-0.45041320086648184,0.8898663867790155,-0.1158754032967579,-0.5954785335993994,-0.11659791642857609,-0.4395082481482912
0.17079048040308387,1.3469728972503323,-0.3468016235102136,1.1630969192863716,-0.3494303872746624,-0.10341557106996377,0.14305532271814925,-0.10288270757154924,1.0791743931817643,0.15591809194698272,1.0860381631530838,1.2783977420626087,-0.5954785335993994,1.2792159608977316,-0.4395082481482912
0.927616833740236,-0.5725491215445375,1.171124675155596,0.706315709439477,1.1768900803239388,-1.5775214570168798,0.4990661514393687,-1.5780441535878977,-0.7527169822961134,0.2064456996814381,-0.7553014650853302,0.7131518723223248,0.4811414873722138,0.7069322711939452,-1.3432883183689188
-0.40944305715539936,-0.5725491215445375,2.2102918233864672,-1.4760834042734634,2.221503369435274,-2.7540285772948354,-0.6198250245416068,-2.7544387244616946,-0.06825212195960773,-0.5514684163353926,-0.06870024777609138,-1.397099374708068,1.557761508343827,-1.4007466835687794,0.46427182207233647
-0.636490963156545,-0.5725491215445375,-0.2521631867963307,0.6555622416787109,-0.25396677787058014,-1.0398596870416248,1.1093704292471736,-1.0388633086040744,-0.2678045593754985,1.0654150311671795,-0.26933047361320644,-0.07819234531407243,-0.5954785335993994,-0.07472350010878713,1.368051892292964
0.44829347662670627,-0.5725491215445375,0.7999935507874274,-0.10573977473277987,0.8038139056413184,0.3945663634827628,0.0413379430835151,0.39428404559535274,0.07143458423151583,0.9138322079638135,0.07397013504141302,-1.5101485486561248,1.0194514978580203,-1.512411793754884,-1.3432883183689188
0.5239761119604215,1.1993173573430345,0.7034994584517033,-0.6132744523404404,0.7061557305038098,2.93209183875343,0.3973487718047346,2.9314683680949902,0.2450452047833406,0.9138322079638135,0.24784966410024659,-1.0579518528638976,1.557761508343827,-1.0517932142372028,1.368051892292964
1.1798922848526199,-0.5725491215445375,-0.43216178211489226,-1.070055662187335,-0.435018450878322,-1.9366239675907586,-0.3146728856377044,-1.9374980502437802,0.22908100979006968,-0.19777516219420493,0.23001586624805814,-1.20868408479464,1.0194514978580203,-1.2053327407430965,-1.3432883183689188
0.4230659315154679,-0.5725491215445375,0.0781435138913395,-0.15649324249354593,0.07850993074363716,2.9935955836583488,-1.0266945430801433,2.994489505820372,0.308901984756426,-0.5009408086009373,0.31026795658290496,-0.6057551570716708,-0.057168523113592815,-0.6051327734927839,-0.4395082481482912
1.0285270141851894,2.1590783667404696,1.4531843296754043,-0.8162883233835047,1.4599890599360446,0.4223422482785325,0.5499248412566858,0.42229344013996717,2.5159519425761774,-0.14724755445974957,2.5305757891803147,0.33632129249546894,0.4811414873722138,0.33006252431584215,-1.3432883183689188
-0.888766414268929,-0.5725491215445375,-0.9498897006084874,1.8736454679370962,-0.9551305297005629,0.5513017134017486,-0.8741184736281922,0.5506698318027825,0.16921527856530244,0.5601389538226258,0.17205602322844749,0.9015671622357527,1.0194514978580203,0.9023462140196284,1.819941927403278
-0.6617185082677833,-0.5725491215445375,0.13752449379024625,1.3661107903294356,0.1377632055461708,-0.7402769296015385,2.431696364497417,-0.7400964334615227,-0.08621184132703802,-0.2988303776631157,-0.08653404562827903,-0.45502292514092835,0.4811414873722138,-0.45159324698689024,-1.3432883183689188
1.7096707321886264,-0.5725491215445375,-0.9554566674740097,-0.207246710254312,-0.960616944034131,-1.9009121157104831,-1.484422751435997,-1.9001521908509613,-1.1817547227402787,1.4191082853083672,-1.1877710630008904,0.33632129249546894,-1.133788544085206,0.33006252431584215,-0.4395082481482912
-0.13194006093177693,-0.5725491215445375,-0.43958440460225573,-0.6132744523404404,-0.44269943094531716,0.9302441416868911,-1.2809879921667287,0.9311307743671253,-0.1600462431709174,0.7622493847604473,-0.16232768650007814,0.7508349303050109,0.4811414873722138,0.7488066875137342,1.368051892292964
-0.9644490496026442,-0.5725491215445375,-1.1057647728431181,-1.5268368720342294,-1.112041979640606,2.112703237278226,-1.2301293023494118,2.1121935776650242,0.05347486486408554,-0.0461923389908388,0.056136337189225366,1.0522993941664953,1.0194514978580203,1.0558857405255222,1.819941927403278
1.5330779164099575,-0.5725491215445375,2.8319364567031498,-1.6790972753165276,2.6966268507222586,2.323006365017625,-0.16209681618575317,2.3222640367496314,-0.7926274697792915,1.4191082853083672,-0.7954275102527533,-1.8492960705002948,2.0960715188296337,-1.847407124313198,1.819941927403278
-0.38421551204416093,1.420800667203981,0.29896653289039987,1.9751524034586283,0.3001610698197819,1.5909134014719823,-0.5181076449069727,1.59168566237761,-2.2154363485545927,-1.258854924617768,-2.2265897878908434,1.3160808000452948,-0.057168523113592815,1.3210903772175207,-0.4395082481482912
